,Condition Report,Description,Sold Price
804,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Full-cut
Count: 100+

Colored Gems:

Certified Gems:
Gem: 1
Lab: Gubelin
Certification #: 13055037
Shape: Cushion
Origin: Burma (Myanmar)
Treatment: Heating - TE3
Type: Ruby

Metals:
Gold

Overall Condition: Good
Condition Notes: The ring is marked 750, having a yellow plating on the inside of the shank. The diamonds are continuously set around the shank, enabling sizing. The ruby has moderate surface abrasions on the table.","Burma Ruby, Diamond, White Gold Ring
The ring features a cushion-shaped ruby measuring 8.30 x 7.30 x 4.20 mm and weighing approximately 2.35 carats, enhanced by full-cut diamonds weighing a total of approximately 4.00 carats continuously set in white 18k gold. An Gubelin report # 13055037, dated June 4, 2013, stating Natural Corundum, Ruby, Origin Burma (Myanmar), Indications of Heating, accompanies the center stone. Gross weight 8.50 grams.
Size: 4-3/4 (not sizeable)","SOLD ON OCT 5, 2020 FOR: $15,000.00"
805,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Full-cut
Count: 1 - 25

Colored Gems:

Certified Gems:
Gem: 1
Lab: AGL
Certification #: 1107115
Shape: Oval Mixed Cut
Origin: Ceylon (Sri Lanka)
Treatment: Heat
Type: Natural Corundum, Yellow Sapphire

Metals:
Gold
Platinum

Overall Condition: Good
Condition Notes: The ring is completed by a hinged shank to allow for easy wear. Marked PLT950+14k.","Ceylon Sapphire, Diamond, Platinum, White Gold Ring
The ring showcases an oval-shaped yellow sapphire measuring 17.29 x 12.80 x 11.94 mm and weighing approximately 22.00 carats, framed by full-cut diamonds weighing a total of approximately 3.90 carats, set in platinum and 14k white gold. An AGL report # 1107115, dated March 5, 2020, stating Natural Corundum, Yellow Sapphire, Ceylon (Sri Lanka) origin, Heat treatment, accompanies the center stone. Gross weight 15.60 grams.
Size: 6 (sizeable)","SOLD ON OCT 5, 2020 FOR: $15,000.00"
806,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): Marquise, Pear
Count: 1 - 25

Colored Gems:
Type(s): Emerald
Shape(s): Square
Count: 1 - 25
Avg Quality: Good

Certified Gems:
Gem: 1
Lab: A. C. Dunaigre
Certification #: 1808352
Shape: Emerald-cut
Origin: Brazil
Treatment: Indications of Minor Clarity Enhancement
Type: Natural Beryl, Emerald

Metals:
Gold

Overall Condition: Very Good
Condition Notes: Tested for 18k gold. Few diamonds fall into the J-K-L color range and one falls into the I clarity range. Sizer in shank.","Emerald, Diamond, Gold Ring
The ring features an emerald-cut emerald measuring 10.65 x 11.35 x 8.30 mm and weighing approximately 7.80 carats, flanked by marquise-shaped diamonds weighing a total of approximately 1.30 carats, accented by pear-shaped diamonds weighing a total of approximately 0.75 carat, set in 18k white gold. A C. Dunaigre report # 1808352, dated August 13, 2018, stating Natural Beryl, Emerald, Origin Brazil, Indications of Minor Clarity Enhancement, accompanies the center stone. Gross weight 9.50 grams.
Size: 6 (sizeable)","SOLD ON DEC 8, 2019 FOR: $15,000.00"
807,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: I
Shape(s): full
Count: 1 - 25

Colored Gems:

Certified Gems:
Gem: 1
Lab: AGL
Certification #: 1104565
Carat: 20.25
Shape: Square Emerald-cut
Origin: Colombia
Treatment: Minor, Modern
Type: Natural Beryl

Metals:
Gold

Overall Condition: Very Good
Condition Notes: Lush and vibrant! Marked K18. The emerald has some surface reaching fractures and chips around the stone.","Gentlemen's Emerald, Diamond, White Gold Ring
The ring features an emerald-cut emerald measuring 17.03 x 16.46 x 11.41 mm and weighing 20.25 carats, enhanced by full-cut diamonds weighing a total of approximately 2.00 carats, set in 18k white gold. An AGL report # 1104565, dated November 6, 2019, stating Natural Beryl, Origin Colombia, Minor, Modern Clarity Enhancement, accompanies the emerald. Gross weight 25.70 grams.
Size: 7-1/4 (sizeable)

From the Personal Collection of Eugene Iglesias","SOLD ON DEC 8, 2019 FOR: $15,000.00"
808,"Condition Report*:
Diamonds:
Avg Color: J-K-L
Avg Clarity: SI
Shape(s): Full-cut
Count: 100+

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 5201684374
Carat: 4.00
Color: K
Clarity: SI2
Shape: Rectangular Modified Brilliant

Metals:
Gold

Overall Condition: Good
Condition Notes: The ring is marked 18KP.","Gentlemen's Diamond, White Gold Ring
The ring features a rectangular modified brilliant-cut diamond measuring 9.13 x 8.64 x 6.22 mm and weighing 4.00 carats, enhanced by full-cut diamonds weighing a total of approximately 2.50 carats, accented by triangular brilliant-cut diamonds weighing a total of approximately 3.10 carats, set in 18k white gold. Total diamond weight is approximately 9.60 carats. A GIA report # 5201684374, dated October 25, 2019, stating K color, SI2 clarity, accompanies the center stone. Gross weight 41.30 grams.
Size: 9 (sizeable)

From the Personal Collection of Eugene Iglesias","SOLD ON DEC 8, 2019 FOR: $15,000.00"
809,"Condition Report*:
Diamonds:
Avg Color: D-E-F
Avg Clarity: VS
Shape(s): Full-cut
Count: 100+

Colored Gems:

Certified Gems:
Gem: 1
Lab: GIA
Certification #: 1192662138
Carat: 11.87
Shape: Modified Brilliant
Type: Tanzanite

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: The ring is marked on the inside of the shank ©Tiffany & Co. PT950, 31567246.","Tanzanite, Diamond, Platinum Ring, Tiffany & Co.
The ring centers a modified brilliant-cut tanzanite measuring 12.86 - 13.03 x 10.36 mm and weighing 11.87 carats, enhanced by full-cut diamonds weighing a total of approximately 1.50 carats, set in platinum, marked Tiffany & Co. A GIA report # 1192662138, dated September 19, 2018, stating Natural Zoisite, Tanzanite, Violetish Blue color, Transparent clarity, accompanies the center stone. Gross weight 10.10 grams.
Size: 7 (sizeable)","SOLD ON SEP 23, 2019 FOR: $15,000.00"
810,"Condition Report*:
Diamonds:

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 2203500426
Carat: 2.45
Color: J
Clarity: VS1
Shape: Round Brilliant

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: The center diamond measures 8.82 - 8.78 x 5.05 mm. The ring is marked D 2.456 PT900.","Diamond, Platinum Ring
The ring centers a round brilliant-cut diamond measuring 8.86 - 8.91 x 5.10 mm and weighing 2.45 carats, set in platinum. A GIA report # 2203500426, dated August 6, 2019, stating J color, VS1 clarity, accompanies the center stone. Gross weight 17.60 grams.
Size: 7-1/4 (sizeable)","SOLD ON SEP 23, 2019 FOR: $15,000.00"
811,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: I
Shape(s): Oval, full-cut
Count: 26 - 50

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 2191953272
Carat: 3.40
Color: I
Clarity: I2
Shape: Oval

Metals:
Gold

Overall Condition: Very Good
Condition Notes: Rhodium is faded. Several diamonds have minor chips.","Diamond, White Gold Ring
The ring centers an oval-shaped diamond measuring 12.17 x 9.05 x 4.65 mm and weighing 3.40 carats, enhanced by full-cut diamonds weighing a total of approximately 0.90 carat, set in 14k white gold. A GIA report # 2191953272, dated January 2, 2019, stating I color, I2 clarity, accompanies the center diamond. Gross weight 7.30 grams.
Size: 6-1/2 (sizeable)","SOLD ON APR 29, 2019 FOR: $15,000.00"
812,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Marquise-shaped, European-cut
Count: 1 - 25

Colored Gems:
Type(s): Emerald
Shape(s): Octagonal, Calibré-cut
Count: 1 - 25
Avg Quality: Fine

Metals:
Platinum

Overall Condition: Good
Condition Notes: A beautifully designed ring by Tiffany & Co. Marked Tiffany & Co., The emerald is slightly loose in the setting. All emeralds have chips, nicks, and/or abrasions. Shank is thin and out of round.","Art Deco Emerald, Diamond, Platinum Ring, Tiffany & Co.
The ring features an octagonal-shaped emerald measuring 5.50 x 5.60 x 3.75 mm and weighing approximately 0.70 carat, enhanced by marquise-shaped diamonds weighing a total of approximately 1.50 carats, accented by calibré-cut emeralds, complemented by European-cut diamonds, set in platinum, marked Tiffany & Co. Gross weight 3.50 grams.
Size: 6-1/4 (sizeable)","SOLD ON DEC 3, 2018 FOR: $15,000.00"
813,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): full-cut
Count: 26 - 50

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 1196686665
Carat: 2.01
Color: E
Clarity: SI1
Shape: Oval

Metals:
Gold

Overall Condition: Very Good
Condition Notes: Metal tests as 18k.","Diamond, Gold Ring
The ring features an oval-shaped diamond measuring 9.91 x 7.50 x 4.39 mm and weighing 2.01 carats, surrounded by full-cut diamonds weighing a total of approximately 5.20 carats, set in 18k gold. A GIA report # 1196686665, dated September 21, 2018, stating E color, SI1 clarity, accompanies the center stone. Gross weight 9.70 grams.
Size: 5-3/4 (sizeable)

Property from the Estate of Colletta Ray McMillian, Houston, Texas","SOLD ON DEC 3, 2018 FOR: $15,000.00"
814,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): baguette, full-cut
Count: 51 - 75

Colored Gems:

Certified Gems:
Gem: 1
Lab: GIA
Certification #: 6173573501
Carat: 3.37
Shape: Oval Brilliant
Origin: Colombia
Treatment: Moderate Clarity Enhancement
Type: Emerald

Metals:
Gold

Overall Condition: Very Good
Condition Notes: A glorious shade of green. Ring is marked 18K PD JYE'S 22396.","Colombian Emerald, Diamond, White Gold Ring
The ring features an oval-shaped emerald measuring 11.05 x 9.04 x 5.81 mm and weighing 3.37 carats, enhanced by full-cut diamonds weighing a total of approximately 0.65 carat, accented by baguette-cut diamonds weighing a total of approximately 0.30 carat, set in 18k white gold. A GIA report # 6173573501, dated May 5, 2016, stating Origin Colombia, Moderate Clarity Enhancement (F2), accompanies the emerald. Gross weight 7.80 grams.
Size: 6-1/2 (sizeable)","SOLD ON OCT 1, 2018 FOR: $15,000.00"
815,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): baguette, full-cut
Count: 26 - 50

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 5302287
Carat: 2.03
Color: F
Clarity: SI1
Shape: Round Brilliant

Colored Gems:
Type(s): Ruby
Shape(s): Cabochon
Count: 1 - 25
Avg Quality: Good

Metals:
Gold

Overall Condition: Very Good
Condition Notes: A dynamic design, appealing from all angles. Marked 14K KD. Total ruby weight is approximately 0.20 carat. The rubies and accenting diamonds have some minor nicks and abrasions.","Diamond, Ruby, Gold Ring
The ring features a round brilliant-cut diamond measuring 8.06 - 8.15 x 5.01 mm and weighing 2.03 carats, enhanced by baguette and full-cut diamonds weighing a total of approximately 0.85 carat, accented by ruby cabochons, set in 14k gold. A GIA report # 5302287, dated June 7, 2018, stating F color, SI1 clarity, accompanies the center diamond. Gross weight 9.00 grams.
Size: 6-1/4 (sizeable)

Property of a Texas Lady","SOLD ON OCT 1, 2018 FOR: $15,000.00"
816,"Condition Report*:
Diamonds:

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 2183881516
Carat: 3.58
Color: N
Clarity: VS2
Shape: Round Brilliant

Metals:
Gold

Overall Condition: Very Good
Condition Notes: A naturally-inspired mounting for a stunning stone!","Diamond, Gold Ring, Julius Cohen
The ring features a round brilliant-cut diamond measuring 10.20 - 10.25 x 5.68 mm and weighing 3.58 carats, set in 18k gold, marked Julius Cohen. A GIA report # 2183881516, dated November 16, 2017, stating N color, VS2 clarity, accompanies the diamond. Gross weight 7.40 grams.
Size: 5-1/2 (sizeable)","SOLD ON MAR 26, 2018 FOR: $15,000.00"
817,"Condition Report*:
Diamonds:
Avg Color: J-K-L
Avg Clarity: SI
Shape(s): Triangle
Count: 1 - 25

Colored Gems:

Certified Gems:
Gem: 1
Lab: AGL
Certification #: 1085035
Shape: Emerald-cut
Origin: Brazil
Treatment: Minor, Traditional
Type: Natural Beryl

Metals:
Gold

Overall Condition: Very Good
Condition Notes: A classic mounting. Gold tests as 14k. Emerald has a nick and chip at the girdle.","Emerald, Diamond, White Gold Ring
The ring features an emerald-cut emerald measuring 12.35 x 12.00 x 6.49 mm and weighing approximately 6.50 carats, enhanced by triangle-shaped diamonds weighing a total of approximately 1.00 carat, set in 14k white gold. An AGL report # 1085035, dated July 19, 2017, stating Natural Beryl, Origin Brazil, Clarity Enhancement Minor, Traditional, accompanies the emerald. Gross weight 8.02 grams.
Size: 6 (sizeable)


Property of a Collector","SOLD ON SEP 25, 2017 FOR: $15,000.00"
818,"Condition Report*:
Diamonds:
Avg Color: J-K-L
Avg Clarity: SI
Shape(s): Full-cut
Count: 51 - 75

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 2185167845
Carat: 5.02
Color: Fancy Brownish-Yellow
Clarity: I1
Shape: Cut-Cornered Modified Rectangular Brilliant

Metals:
Platinum
Gold

Overall Condition: Very Good
Condition Notes: A spectacular set. Ring tests as platinum and 18k gold, band marked 14K. The clarity of the surrounding diamonds is better than that of the center stone. Two slightly discolored spots within the band. Small nick at the girdle and surface-reaching inclusion on the crown of the fancy brownish-yellow diamond.","Fancy Brownish-Yellow Diamond, Diamond, Platinum, White Gold Ring Set
One ring features a radiant-cut diamond measuring 9.84 x 8.75 x 6.52 mm and weighing 5.02 carats, enhanced by full-cut diamonds weighing a total of approximately 1.25 carats, set in platinum and 18k gold; together with an eternity band accented by full-cut diamonds weighing a total of approximately 0.85 carat, continuously-set in 14k white gold. GIA report # 2185167845, dated February 13, 2017, stating Fancy Brownish Yellow color, Natural, I1 clarity, accompanies the 5.02 carat diamond. Gross weight 14.02 grams.
Ring Size: 4-1/2 (sizeable)
Band Size: 5 (not sizeable)","SOLD ON JUN 26, 2017 FOR: $15,000.00"
819,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): Full-Cut
Count: 1 - 25

Colored Gems:
Type(s): Tsavorite Garnet
Shape(s): Square
Count: 1 - 25
Avg Quality: Good

Metals:
Gold

Overall Condition: Very Good
Condition Notes: Marked 14k.","Tsavorite Garnet, Diamond, Gold Ring
The ring features square-shaped tsavorites weighing a total of approximately 2.35 carats, accented by full-cut diamonds weighing a total of approximately 0.30 carat, set in 14k gold. Gross weight 9.90 grams.
Size: 4-3/4 (sizeable)","OPENING BID: $1,000"
820,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Average Clarity: VS
Diamond Shapes: Full-cut
Diamond Count: 100+
Gem Type: Sapphire
Gem Average Clarity: Good
Gem Shape: Cushion-shaped
Gem Count: 1 - 25
Overall Condition: Excellent
Notes: A beautiful sapphire set in a classic design. Diamond and sapphire weights are known.","Sapphire, Diamond, Platinum Ring
The ring centers a cushion-shaped sapphire measuring 15.56 x 13.00 x 7.74 mm and weighing 15.67 carats, accented by full-cut diamonds weighing a total of 0.90 carat, set in platinum. Gross weight 10.40 grams.
Size: 5-3/4 (sizeable)","SOLD ON DEC 3, 2012 FOR: $21,250.00"
821,"Condition Report*:
Diamonds:
Avg Color: J-K-L
Avg Clarity: SI
Shape(s): Full-cut
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 6107742422
Carat: 3.38
Color: K
Clarity: VS1
Shape: Round Brilliant

Metals:
Gold

Overall Condition: Very Good
Condition Notes: A stunning scintillation! The ring is marked 18k. The total diamond weight is known.","Diamond, White Gold Ring
The ring features a round brilliant-cut diamond measuring 9.77 x 9.84 x 5.96 mm and weighing 3.38 carats, enhanced by full-cut diamonds weighing a total of 1.65 carats, set in 18k white gold. A GIA report # 61077442422, dated May 12, 2009, stating K color, VS1 clarity, accompanies the center stone. Total diamond weight is 5.03 carats. Gross weight 7.40 grams.
Size: 6 (sizeable)","SOLD ON DEC 8, 2019 FOR: $20,625.00"
822,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): tapered baguette, full-cut
Count: 76 - 100

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 518185067
Carat: 4.63
Color: Fancy Light Yellow
Clarity: VS2
Shape: cut-cornered square mixed-cut

Metals:
Gold

Overall Condition: Very Good
Condition Notes: A remarkable stone in a unique setting. Marked 18K. The original sketches from CM Yater & Sons accompanies the lot.","Fancy Light Yellow Diamond, Diamond, Gold Ring
The ring features a cut-cornered square mixed-cut light yellow diamond measuring 9.47 x 9.26 x 6.45 mm and weighing 4.63 carats, accented by tapered baguette and full-cut diamonds weighing a total of approximately 1.35 carats, set in 18k gold. A GIA report # 518185067, dated February 27, 2017, stating Natural Fancy Light Yellow, Even color, VS2 clarity, accompanies the center stone. Gross weight 20.70 grams.
Size: 9-1/2 (sizeable)","SOLD ON MAR 26, 2018 FOR: $20,625.00"
823,"Condition Report*:
Diamond Average Color: M+
Diamond Certification No: 2151412830
Diamond Lab: GIA
Diamond Average Clarity: VVS
Diamond Shapes: Round Brilliant-cut, Baguette-cut
Diamond Count: 1 - 25
Overall Condition: Very Good
Notes: The expandanble shank allows for the wearer to get the ring on over a swollen knuckle. The baguette-cut diamonds fall in the G-H-I color range.","Diamond, Platinum, White Gold Ring
The ring features a round brilliant-cut diamond measuring 10.09 - 10.16 x 5.76 mm and weighing 3.58 carats, accented by baguette-cut diamonds weighing a total of approximately 0.30 carat, set in platinum, completed by a 14k white gold expandable shank. A GIA Laboratory report # 2151412830, dated April 26, 2013 stating N color, VVS2 clarity, accompanies the center diamond. Gross weight 5.10 grams.
Size: 5-1/2 (not easily sized)","SOLD ON APR 29, 2014 FOR: $20,625.00"
824,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Average Clarity: SI
Diamond Shapes: Round Brilliant-cut
Diamond Count: 1 - 25
Overall Condition: Very Good
Notes: A classic six prong solitaire. Marked 10431 inside the shank.","Diamond, White Gold Ring
The ring features a round brilliant-cut diamond measuring 7.93 - 7.97 x 5.10 mm and weighing 1.98 carats, set in 14k white gold. Gross weight 2.85 grams.
Size: 5 (sizeable)

Property Sold to Benefit the University of Miami","SOLD ON APR 29, 2014 FOR: $20,625.00"
825,"Condition Report*:
Diamond Average Color: D-E-F
Diamond Certification No: US 902458205D
Diamond Lab: EGL
Diamond Average Clarity: VS
Diamond Shapes: Cut Cornered Rectangular- Modified Brilliant, European-cut, Full-cut
Diamond Count: 1 - 25
Overall Condition: Very Good","Gentleman's Diamond, Gold Ring
The ring features a radiant-cut diamond measuring 8.16 x 7.82 x 5.68 mm and weighing 3.00 carats, enhanced by European and full-cut diamonds weighing a total of approximately 0.45 carat, set in 14k gold, having rhodium finished accents. An EGL Laboratory report # US 902458205D, dated March 3, 2011, stating I color, VS1 clarity, accompanies the center diamond. Gross weight 8.40 grams.
Size: 7 (sizeable)","SOLD ON DEC 6, 2011 FOR: $20,315.00"
826,"Condition Report*:
Diamond Average Color: M+
Diamond Average Clarity: VVS
Diamond Shapes: Round brilliant-cut, Full-cut, Baguette-cut
Diamond Count: 51 - 75
Overall Condition: Excellent
Notes: Outstanding diamond ring.","Diamond, Gold Ring
The ring features a European-cut diamond measuring 10.80 x 10.80 x 5.00 mm and weighing approximately 3.70 carats, enhanced by full-cut diamonds weighing a total of approximately 1.05 carats, accented by baguette-cut diamonds weighing a total of approximately 1.05 carats, set in 18k gold. Total diamond weight is approximately 5.80 carats. Gross weight 14.80 grams.
Size: 6-1/2 (sizeable)","SOLD ON DEC 6, 2011 FOR: $20,315.00"
827,"Condition Report*:
Diamond Average Color: J-K-L
Diamond Certification No: LA220902132
Diamond Lab: EGL
Diamond Average Clarity: VS
Diamond Shapes: Emerald-cut, Trillion-cut
Diamond Count: 1 - 25
Overall Condition: Very Good
Notes: A lovely, timeless design.","Diamond, Platinum Ring
The ring features an emerald-cut diamond measuring 9.83 x 7.90 x 5.28 mm and weighing 3.73 carats, flanked by triangle-shaped diamonds weighing a total of approximately 1.12 carats, set in platinum, marked PacG inside shank. An EGL Laboratory report # LA220902132, stating K color, VS1 clarity, accompanies the center stone. Total diamond weight is approximately 4.85 carats. Gross weight 7.20 grams.
Size: 4-1/2 (sizeable)","SOLD ON DEC 6, 2011 FOR: $20,315.00"
828,"Condition Report*:
Diamond Average Color: M+
Diamond Average Clarity: VS
Diamond Shapes: Round Brilliant-cut, Baguette
Diamond Count: 1 - 25
Overall Condition: Very Good
Notes: The shank of the ring opens to reveal an expandable shank, allowing to fit over a knuckle.","Diamond, Platinum, White Gold Ring
The ring features a round brilliant-cut diamond measuring 11.95 - 11.92 x 5.95 mm and weighing approximately 5.00 carats, flanked by baguette-cut diamonds weighing a total of approximately 0.80 carat, set in platinum, completed by a 14k white gold expandable shank. Total diamond weight is approximately 5.80 carats. Gross weight 6.00 grams.
*Note: Size 6-1/2 (shank closed)","SOLD ON MAY 13, 2009 FOR: $20,315.00"
829,"Condition Report*:
Ring
Diamonds
Average color: G-H-I
Average clarity: SI
Shapes: marquise
Diamond count: 1-25
Colored gemstones: catis eye
Gemstone count: 1-25
Cataloguer notes: good condition, catis eye mounted sideways","Cat's-Eye Chrysoberyl, Diamond, Platinum Ring, Oscar Heyman

The ring centers an oval-shaped cat's-eye chrysoberyl cabochon measuring 12.10 x 10.40 x 6.10 mm and weighing approximately 8.00 carats, encircled by marquise and oval-cut diamonds weighing a total of approximately 2.40 carats, set in platinum. Oscar Heyman reference #66448. Gross weight 10.00 grams.","SOLD ON DEC 4, 2006 FOR: $20,315.00"
830,"Condition Report*:
Diamonds:
Avg Color: J-K-L
Avg Clarity: SI
Shape(s): Full-cut
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 2201030977
Carat: 4.53
Color: Q - R
Clarity: VS2
Shape: Round Brilliant

Metals:
Gold

Overall Condition: Very Good
Condition Notes: Absolutely brilliant! The ring is marked 14K SK 14k","Diamond, Gold Ring
The ring features a round brilliant-cut diamond measuring 10.56 - 10.69 x 6.45 mm and weighing 4.53 carats, enhanced by full-cut diamonds weighing a total of approximately 0.60 carat, set in 14k gold. A GIA report # 2201030977, dated February 6, 2019, stating Q to R color, VS2 clarity, accompanies the center diamond. Gross weight 8.10 grams.
Size: 6-1/4 (sizeable)","SOLD ON APR 29, 2019 FOR: $20,000.00"
831,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): tapered baguette
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 2203132642
Carat: 2.36
Color: D
Clarity: VS2
Shape: Emerald Cut

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: Marked R6, 10% IRID PLAT. There is a small cavity along the edge of the table of the emerald-cut diamond, as stated by the GIA report.","Diamond, Platinum Ring
The ring features an emerald-cut diamond measuring 8.71 x 6.99 x 4.44 mm and weighing 2.36 carats, flanked by tapered baguette-cut diamonds weighing a total of approximately 0.55 carat, set in platinum. A GIA report # 2203132642, dated March 12, 2019, stating D color, VS2 clarity, accompanies the emerald-cut diamond. Gross weight 5.20 grams.
Size: 7 (sizeable)","SOLD ON APR 29, 2019 FOR: $20,000.00"
832,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): Full-cut
Count: 100+

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 2195779668
Carat: 5.01
Color: L
Clarity: I1
Shape: Round Brilliant

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: Quite chic! Marked Pt900. Unknown maker's mark. Many diamonds fall in the VS clarity range. Larger full-cut diamonds weigh a total of approximately 1.70 carats, smaller full-cut diamonds weigh a total of approximately 1.95 carats.","Diamond, Platinum Ring
The ring features a round brilliant-cut diamond measuring 10.99 - 11.15 x 6.63 mm and weighing 5.01 carats, enhanced by full-cut diamonds weighing a total of approximately 3.65 carats, enhanced by trapezoid-shaped diamonds weighing a total of approximately 0.20 carat, set in platinum. A GIA report # 2195779668, dated October 26, 2018, stating L color, I1 clarity, Laser Drill Hole, accompanies the round brilliant-cut diamond. Gross weight 20.40 grams.
Size: 8-1/4 (sizeable)","SOLD ON DEC 3, 2018 FOR: $20,000.00"
833,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): Triangle-shaped
Count: 1 - 25

Colored Gems:

Certified Gems:
Gem: 1
Lab: AGL
Certification #: 1096494
Carat: 6.27
Shape: Square Emerald-cut
Origin: Colombia
Treatment: Minor Modern Clarity Enhancement
Type: Natural Beryl

Metals:
Gold

Overall Condition: Very Good
Condition Notes: Nothing short of lovely. Marked 18k.","Colombian Emerald, Diamond, Gold Ring
The ring features a square emerald-cut emerald measuring 10.94 x 10.90 x 8.29 mm and weighing 6.27 carats, enhanced by triangle-shaped diamonds weighing a total of approximately 0.80 carat, set in 18k gold having rhodium finished accents. An AGL report # 1096494, dated November 15, 2018, stating Natural Beryl, Origin Colombia, Minor Modern Clarity Enhancement, accompanies the emerald. Gross weight 7.90 grams.
Size: 5-1/2 (sizeable)","SOLD ON DEC 3, 2018 FOR: $20,000.00"
834,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): Baguette-cut
Count: 76 - 100

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 6197790000
Carat: 5.01
Color: N
Clarity: VS1
Shape: Emerald-cut

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: A ring with the perfect amount of sparkle and shine! Marked Pt900, D5.014, 2.15. Due to the nature of the setting, the ring is not easily sizeable.","Diamond, Platinum Ring
The ring features an emerald-cut diamond measuring 10.94 x 8.65 x 5.85 mm and weighing 5.01 carats, enhanced by baguette-cut diamonds weighing a total of approximately 2.15 carats, set in platinum. A GIA report # 6197790000, dated October 23, 2018, stating N color, VS1 clarity, accompanies the emerald-cut diamond. Gross weight 11.80 grams.
Size: 6 (not easily sizeable)","SOLD ON DEC 3, 2018 FOR: $20,000.00"
835,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): full-cut
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 2195534858
Carat: 6.19
Color: Y to Z
Clarity: VVS2
Shape: Cut cornered square modified brilliant

Metals:
Gold

Overall Condition: Very Good
Condition Notes: Marked 18k. A few diamonds fall into the SI clarity range. Scratches to surface of gold commensurate with normal wear.","Gentleman's Diamond, Gold Ring
The ring features a cut-cornered square modified brilliant-cut diamond measuring 10.33 x 10.20 x 6.26 mm and weighing 6.19 carats, surrounded by full-cut diamonds weighing a total of approximately 1.50 carats, set in 18k white and yellow gold. A GIA report # 2195534858, dated July 30, 2018, stating Y to Z color, VVS2 clarity, accompanies the center diamond. Gross weight 34.80 grams.
Size: 9-3/4 (sizeable)","SOLD ON OCT 1, 2018 FOR: $20,000.00"
836,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Half Moon-shaped
Count: 1 - 25

Colored Gems:
Type(s): Sapphire
Shape(s): Oval-shaped
Count: 1 - 25
Avg Quality: Fine

Overall Condition: Very Good
Condition Notes: Marked PT950. Actual weights known. Minor nicks located on the pavilion.","Sapphire, Diamond, Platinum Ring
The ring features an oval-shaped sapphire measuring 12.61 x 9.91 x 6.07 mm and weighing 6.88 carats, enhanced by half moon-shaped diamonds measuring 7.40 x 4.90 x 2.85 mm and 7.40 x 5.00 x 2.87 mm, weighing a total of 1.56 carats, set in platinum. Gross weight 7.60 grams.
Size: 5-3/4 (sizeable)","SOLD ON OCT 1, 2018 FOR: $20,000.00"
